id,landmark_id
84c075f041b47ff1,7
514504848a5d1c29,0
1eab69e486ab130c,0
c1ddc068bca29842,3
eb7a56856916724e,2
f1168c3943efc524,5
bc56b3c12db4bc57,4
11d02f2c691b9bb0,1
a19856d838588871,2
54f2e7b31cba22c6,5
160ad17e257ae44d,0
8117d75a24a5f164,3
cb349c79e9e8f91f,4
5c867539ca248ff4,5
e37e91ecde794e8f,0
a68c097374b5a0a1,11
5851a647d53dc59c,3
7b1c492c4eaa5074,4
cb81b985cc6ffe0e,3
fb65aef087c86b93,2
532d44391be3f9c9,0
16a813d8bf6067c5,0
8d41fdd9fbcf6996,5
4b5ae5a2092c7aea,4
823dc8ad1d927f27,0
addaad823274b002,0
09e7733d3c053d68,0
14b9772f9c12c518,10
7113d4fdc34549be,7
780c28524fe43abe,5
b4f7ed25210eabfe,10
f177dc4bb5f41d14,5
bb5fefa164275e92,2
22716f5ded34afde,9
fd1bd7516d87f495,3
9d141dd8bbd26d3e,1
23caf9552f412f02,0
a28793e92de30dd4,0
053f0d31325a7324,6
79452c2eda70a3be,9
1fa286a5cc5d6e24,5
3ee91bbb3a468771,1
9fa435b2b9d5c971,4
b877c681f51cae49,2
6d30ad864178908a,5
339b7c1d393c6c06,5
4e783dc7577c1b60,0
9a126324e671e76c,0
bca27d8b157d937d,3
59ee264b5eb292f5,6
50951a9dd592f049,8
4693ddc6a44d16df,2
fb1948502c08bca7,5
46cc05145fb71653,2
f3ed06c5403e3ff4,1
e69112f93245e13c,4
f66aea76db65fff9,8
d98906e80acb1b05,0
6b78fd1be4f2da5e,0
419d3ef6bb44ea8f,9
255bda03e42160f8,9
0f10f1ff9d5ff04b,3
019b713d207580e8,3
8758f62b8866f429,1
6d2fedda548427bb,6
23943a36f5985481,5
bebf5263caae41ae,3
228f2969d56f7e3a,7
cf99500f1487b2e0,1
b5d3edf0c17a230d,0
914aa002bb27aace,10
02fb49bed9ab22aa,0
06a7a7a7f82cad99,5
e2ef3716cd7f69a3,0
7cfa21d292d71462,1
b72ebf08005fa884,0
47fc9b4707fd336c,0
c4e14d56a599a988,4
e5fb71fc60cecf2b,0
dc7d4fa2d5a0c839,10
1c84437144457b0f,2
02d9561d5358c860,6
ffa64fa66a3113ce,3
87af32d57db75bb6,0
77ab9183d68e0878,9
03efaa5fb4c2452a,8
6859d3f9e108f2b5,3
8d418ee9e6f7ca74,0
248bc533af75f671,4
3eac7c5635a5915e,0
8e048ffdbb9d8e19,7
596f8e52e063184e,5
2671c7a74c54d150,5
e255b29c97f0fd6b,0
1e293925aac0d835,8
47950aad1363908d,0
8286f61c3bd0bb92,9
dabb934da3630e54,2
3b7420fa4e52e985,9
f51d30f70afa299f,10
2d3d4dd095279cdb,0
799430317cfb4b64,1
a117548bf5b62c21,7
f59846c212d227b3,0
2262059f207a2905,5
34fce311d68ca0be,1
d411b24d39237d37,6
47054918506d9d4f,0
20e0e14e1c3c5c49,0
dba0111f067819a4,0
8c9d25d727d55860,9
18dcda0b42cac3a8,3
9d6ba4a7523bbdd3,2
628c5f1e4a98d25d,0
0886ec1c612d5e82,3
0f174f43dabb2600,2
aef2bb6ce3428daf,1
379a85903ba1641d,0
9f3571eeae316cde,6
7970cbcff328dcaa,1
86c23fc702e781e3,11
f80d0c081bbf4fe8,0
ec26f95ec8d5f757,11
8fc4d45f0ed10c1f,11
fa4a605b57b6f846,11
2d0698f5355a2e08,0
3db6f75e78841e59,1
896eb2fee7df17ba,7
03b6d18b61df324b,0
6d00ae7277eb89fb,3
f8ee1043921851b6,0
4adb6c28f79b789a,10
32e680e58a62de6e,9
480cabb39ba91358,4
c160f0e81ef400dd,0
3ecf05ec396250df,5
493a25da3ea1d7e6,0
9b48d910f265e63b,7
4fa875524a0cb45e,0
f25012a905f4ada4,9
703623aebec64991,11
b1b9d37df7b94494,10
52452e5b0980fd5a,4
3ec86491968d709b,8
c0327ff03e44d1df,4
91689aba21d2df9b,7
723ab28548196bc7,0
d35d18f55eb7489c,8
4ac8e64f52ec5379,5
f977ba7e583d16a2,9
503a1895c8771af8,2
296b0c7fe7ddc67d,10
382f58d870db28bd,2
645a9ea81a1e3c21,0
6810f062589cbdca,0
5210d6701fe5fad5,0
6cde4abbc614a534,7
c6dcbb61e69be0d1,9
c262d645262ae4c6,0
1d1ca66ac5cabfec,6
b91a7ec05a882d12,7
6ce991f16387c1ce,8
0517e6fa92db06ff,7
6f9937e0fef76496,10
58b36d4f07d7927a,0
ed5df5bd69530515,4
eaaea7237ea4499c,4
179833ac5eaf4197,6
890fe36768d4f57e,1
d515755b2922dc25,11
117dda6b382322c9,8
87c4bb01e1f64765,0
27e8eede605d6d93,0
68a650ccbee23fb2,6
94c2184bf1f20b8b,0
f67a616204d2abb2,0
36cd113097ed08c4,3
507680a3a03d5c14,3
b8baa7fa6d62a9d4,0
a932ae0f677dfbc7,3
e9a512c2d48369b0,0
b666510c584a43c8,5
51dc7f5c7a8c0eed,3
dd6b7950d0a84b66,3
d1aefc5409dbc509,10
641455bd00724572,0
1011714cd36fa5f0,0
32f91a6883346fba,0
6d9d6d9190c99e9d,0
c64765eea64445dd,3
a92222cab239edf3,10
5edfcd1fca72291f,5
f782291d06144ca6,2
cbcfc75d48668e90,0
b422791b1127064f,0
93143170c35a5597,0
0e11a4def88dca5b,5
038e5c1be5afd5c7,0
ce5934e22656990c,7
8984c14aa21bbffb,9
c46dd95947021605,6
e82af7408e6ac037,8
872087ba29bfe93f,1
7cbe8a9145e0a1ba,5
a6dad2ccc9692a47,11
6bd90daa5bffb009,11
3ad25c437a6a6805,4
b485d8d5701d817b,2
48d500ae8be12881,0
76938e763c28a066,9
8faaf95d27a30417,0
b821b41694a47e9d,11
0a03999d7c12d9ff,0
f7467a47c126650c,0
237d2cf29c1008c5,5
73c05015a106f5a5,1
8350823eca5d9cbf,0
7c91bfe0b93ed8f6,7
263d61e65354d6b2,0
3413e73a5a22d49e,0
8c757bcfd034f128,4
500f70965aae092f,0
c28172e47e9e57b9,7
64f6b1d2b9db7965,2
63156bacbab9d0fa,0
4e15141ea1350824,10
428a5466eb258107,6
ab3d24a353991721,2
f438187dadf16780,0
ab1331de3d941792,0
6f6bf53e7974b590,3
395102ac62b3c692,11
897bc274c5b6525d,0
335ba6770189e043,9
d23dd4597188942a,10
ea8dc5f160a86adb,3
2ee3031e25480b65,3
63fae69cda89d585,5
f3525446c4b5bdd1,10
665afc98fb149e6d,0
6afa41df7c8ff1e1,8
2553f84a3143ff23,7
fba731b54885a737,3
df98ccc82d73e470,6
a15324e7fc9f76dd,9
55ea14c9f77d42e3,2
d832a89b00011d0f,10
8cdf5652e6a26224,0
9ed1446a6db0971e,1
c184006b4afad81b,2
dffed7d10e9456c3,7
f6991188689d5233,11
92ad176174309e14,3
9b9d86fe034f2ede,1
7a5e0084c0e339af,0
f6f163a83680deab,0
92106610fe064cb7,11
d513ba17debf565c,0
c8488d04e34957dc,0
872a256cd915a6ca,3
02fab881538228a6,6
4f7d140022b2845e,0
515f33f3b19eacc4,0
0c9ae07052ee7b00,4
04b760fedb79ac3c,10
6a64e63148048660,0
976187af5bce8802,0
a88e5f8a38129330,6
f00e4645979e72ca,2
67304018b7b30269,0
13faab6e07044ce1,0
719b3aff5d5bafa8,5
7b3688ff87fefebe,10
b4af9c3da81fc1ae,1
e6b3e7478e20eeff,7
8e501523433ba0c9,11
55059cecadb2413c,9
d8ddd095bd3edbe6,1
d77929300fff6787,0
c999aac9e75d6472,10
ce71c6bbe3d8ec37,0
3059d132cb06c012,0
8a1537cedf4e2f34,11
300d618ddfe029df,0
47c475604db4979b,10
419da4eae43a7f96,5
fe559b1912b03e21,0
42e4171734c05a99,0
192110ae1a129c47,0
1c696519bdba6e1d,11
e4a93c236604f3b4,9
5096dac31724eab5,0
ddf39b5ed495f457,8
068e808341a52842,5
b6840bf7734db821,0
3f7b8613cc59f55e,4
49096ce2948d7a40,3
ac71a8f5708b8383,0
0053c9bc80c2001c,5
1387fc12ffd3244c,0
ba23d6cd62ced296,0
65c14deffef18187,10
dd19c98051218858,6
1bd8f099e1b3f32d,4
f4d6826b941b6542,1
2dec9ea8bdbccf16,6
66afd8b00df9a7a2,8
5a06c9c1a39a8edd,5
495ac60521b2d60d,4
8606b06839c00c7a,9
6703750d857b8eb0,5
2fcff2bfe9fcba0d,4
8395ce68b7e2b0e2,0
78d16785cc624fbf,7
99fda58cab5b38f2,4
d02d25275573cbb9,6
c17e177009fe3282,2
1e56abbdaab7728c,1
e58add8832adbb5f,0
90fb51a451259a1b,5
d307680b2bbb2a91,2
81640bbe13dc2fb0,2
1ee31940f8e81445,0
48aff8661212aa76,7
e64111be83b564c5,2
3cd654635f7ce44c,3
31556b3c9529e709,8
a3c12b43f36bce45,7
2931b0e1a1df38e8,4
5dac71d4382c3573,0
ceef880c807052b9,7
d9a83988b7a06913,6
e7ddb8cd11294edb,0
4f0e54c9d0fd8d12,5
69f1872b2c36da85,11
d3230532186bbf5f,6
5c88b8d3cd3611f0,7
bbbf22a0f0a86800,11
abbbc04aa9642632,0
cbc09ce65b30acb2,5
715bae1c34bdb620,5
c71076fe5a2cb1a6,0
b40f459cce759b78,0
c8f2d4ce0e4d6f38,2
ca7d018599c0e714,1
d9cc3b22a6f131f4,5
5cea9a850219029f,4
4f991f084d9752b7,8
56704b8b0fcf7edb,10
dbc20487b66e4d6c,8
cec2030d7082a8bc,0
da00c0553e3cfc97,7
2c95a1024a380f74,0
75aab58a5e528377,0
6eeef9fe02a28f91,2
cd324a98f33293b8,5
ced74b7df6439b4e,0
171ab4f8921c9f3e,7
86fff289ee154b46,0
bc2d6a5924412439,0
52f5632bcd808265,3
82ca4aa54f9cea56,11
01fc5e7babdbe469,5
815fecffd2230bd2,0
46e3cdd25aabdb8e,0
1f81212f322b84c0,1
51e5dc4d36ec0058,0
66638d0f55b5441e,11
25943f7b9a07262e,8
c6b9e7966bdd53f3,2
9494b06f9e2fe528,0
0afda6234147c511,5
53663a8113e4cb12,9
07ebef7d7d1f32a1,8
47bbb1e898b5cdc8,0
ab475b92a5cb88a6,0
0318be5583e8c2fd,3
c35af043d9c5263a,8
04ff676627fe2623,0
772d522846106e9f,0
3978d2d98e59e353,2
644566c01286bc79,5
be945069e7ca37d5,2
89acc253e050ada3,0
5b5c9df31223928f,0
443440d642a83a6c,9
20261720db35de9e,5
56c93428dcee26d1,0
fbe4ee84441b1bae,0
b3753a02ca0fb962,0
7867759f33655bf3,9
900477fd4576fc7e,6
5b9623f399999f4d,9
e7edd0cca73721b8,5
7b9a70bb14133cfb,2
0837eed94bc5d6a8,0
048a338ea1471a32,11
9e164ed215ec3294,0
a74341a4631b05b0,10
e8403e05a4c96d22,5
2ab674325022e5ba,8
bc1ea114bbd37a4d,4
a6ebe92c8d8eeddc,9
48831f38380b82d2,9
6d08d2de2318a3c2,4
156936ea146f6884,11
49b601b939615e24,2
66403e7b29ffe195,5
9be9fa1d3eeb9749,5
7017079a28bb7693,2
339bfbe770092492,2
8b6c25222d348333,8
4398906b167e763f,1
5e72e31fddc0791f,2
831bab05a52c9988,4
2bb16039cc4670cc,4
9257062f99fec65c,0
3153655960fe29c3,4
ca9a220710034d63,0
b28cddb2078f36c7,2
256f372b0b064292,2
5fe3a0ed22e03467,0
7b44c37f776b1b60,0
836164ceac4479c7,0
3b601595132a809d,0
76cb168418ef97c5,5
e856b43c56249ccc,3
90ec1570b4b6e819,3
f85ff6bdf7a2761f,0
bbb06caf48ca3e51,5
cf7c48245024b447,0
6d5277fa05f8572a,8
e7e200898c5065cf,6
536a87dd0599c227,11
2b7d0229d70fdac6,4
ccf5bcfe71da72e3,2
56267b0ebedf760d,3
bc7e2bd79b3edad5,7
fff55e67f01013c2,5
831562d121507ae6,3
b7f5ebee64fc0e1b,3
cd39f939a68a1868,9
d9c783d0c978307b,7
d89903ad3d0f3ec5,4
a26db2ae2847adde,0
8a4c34503de0185c,2
30a2af023d547402,0
aeb81c8da1695547,0
b6813fb3834fc920,2
28ec8158fbf7a131,0
1297e24f40dcb587,11
f3f65b0dd941bf86,11
288195254f6c50aa,3
196c1c4e43b22368,0
6cfa37cbecee25da,11
df3721be6769627a,8
5e00d3ac0cb2f7f4,0
0e39d5f75d2321bb,0
729bc43f00e5c8e9,10
46137dad29b96a5f,5
2c81a9fc4e9a4405,2
0459b443cffdc608,2
d905fbbe5a32e2f3,0
4f0de40bfc58eec9,6
f94a95e99b22ba13,0
3002665a49233868,9
a6746e26997ad5f4,3
01a9fc3bdce75565,4
aed9ca2283cda1dc,6
6bb6c46e413803f0,2
11af7d05f1515c03,5
39aaefc7daa9f0cd,0
66cfbe86943b3065,3
27380a38d05f66df,6
8edb65e27bb9c94c,2
a9bba07f1212e288,10
4abc99bcf4b28f2e,5
74dc2f0e80df6479,2
e35a735220b03c05,5
38379f68579443ed,3
fe6479a4f2e81747,4
0ccc060b093f5300,0
c93dd2bc5c665e3b,4
c9f4de725bd0287c,8
ae4ce27e4c91b40b,3
f5098cc7dc343e63,3
bc5ba23d583783e8,0
3120bc86f98719a1,0
b0df77d619f91a31,3
46d80b1109759918,5
9d9b69f27a77f6ad,1
c5c202b3d34d942b,0
90471b81ec0f392a,1
fc23ea7d5ae4179c,0
1bb01de4a6b9c9e9,10
c6439c32fadfc38f,11
62029f9122a50ace,2
c42bb57a12a2b5d4,0
9eaae62b61e4a773,0
067d9315bdece966,0
2d3ae852ff24261b,4
4c91a34b04b623c5,3
5149de65ea97d7d8,0
f7bb67eef848fd1c,9
6f47796a55b496c9,10
875f4283e50cb033,8
60c336cf62c14325,2
7bdcfe24a39f52ab,3
2d0599a7aaad9591,2
39497a0013205331,1
453d0c8140e49cbe,7
a2ef4436a1437e6e,0
44544bbeb9bc6bfe,2
f3548de8a9932b3c,10
202dc16d22e2092a,0
b925b87a6c647f57,0
f4e51e1eb90a4e8b,5
e24936537f0597b1,0
c6dc702ded6c88ee,9
c63d893201cec4e1,10
672b0cfa2ff8a939,0
8fbbedfe12004bec,4
c29cf9f862266b8d,3
dadb819ec79f611f,3
0f03fb4af5285ec6,11
921ebf2460973a60,2
bb08176044a06ae1,0
7d5eeb630f19d934,0
d46f5646784b1c9a,0
8007a583fb64a113,0
1d6374a2d6990f6a,0
8bd1dbf63df41672,5
506a5615c691259d,7
f4815fe7c5b54f03,10
d4292422d53b2bdb,11
857052e9ce768d1a,11
8d9999fa51a661df,0
0bf9203c4d8cac64,6
0881936bfc834edc,0
6fdf9e30d5f63e90,11
ed1731c041d3bfce,0
60c10c5e1125831c,1
523372768733680d,11
d282c2f3d9299f0a,9
872fb140245ae6a3,6
4d95591d1e8f0d37,0
8de673e53356f946,0
24fe48378cff9977,4
a2481332dbed9ff6,9
0dbe1caf85eb3be2,4
b2e65835907b38e1,0
f83ae6ca476dde98,0
8ee340e109654dac,0
feecc159eaf4c08f,9
465066440e2cd914,0
b0ecaf66902cc1d0,7
051e5ae0f03980c0,9
e16786bfbda715ca,2
02126f8e990f7040,11
01b67628c7517e21,0
fadb5fb721077038,8
42672d97cf8b5e2f,0
030f486254df4fe7,9
6e63a81341aef7e7,0
84011e4d5bc67995,3
1afc237015f132d5,0
a3c1e29779908756,0
5fa7c5159265445b,3
b0d1125eb7dc2a2b,7
306207d32b035d84,0
e22ec79f21d2aa75,5
705bb362abae3118,1
c9c929473d69c192,0
2d9f4479ce556e03,7
35bfb5999aae056f,5
216c406e465f98af,11
ab538de5f9219ae6,0
bccc3bec5ae41377,4
cce68a7496ad496a,6
9f21a3877656c654,0
2b399dfc6c36875a,4
f04d3033c6f0efa1,9
873fe8c16a9be7fa,5
adc6175569db1448,0
84fe94366cd33cea,0
c058ab8b04bb6b23,4
ad08e3ccaeeae943,11
9942be02d5472012,4
fd883ffe408e8d84,5
66fa14f57a14b622,4
a5b956d7dbfa7bc4,2
cee189e2bc798dc6,4
6a91d2d87398b987,2
3950efeb00dfc552,2
ea83981f58ab6f5b,0
e327d94dc5cec36a,6
a3bf60549c5c4c51,0
ba79da58d076e15a,11
d65cfab783dd1fac,5
324567646fbcfe57,7
d979c3495d0082e1,0
8d4eab22f9f318a4,0
39ce191a4b0bfe22,3
0baec635cc95e159,2
e81e5579fbd41d6a,0
d062208ad9ac1e3b,8
2b370651cb37613c,0
8aca1e27e3c81319,0
f9c4a6bff19332de,2
c34737be9e38ff34,5
62a5fd0cb4e8bf8d,6
56fa7848c36a34c8,4
f9b4de79d933c8b8,0
328d56864e9a772e,7
8cefcbab0f023cbd,3
778c74f047b68413,0
769bf693c2ac4b82,7
5fbc40675eeb5bea,11
7b48a69eb0f38820,5
4d379e6fb1367744,11
b9b68e95d7db2d79,10
7f3f498c0bc092b4,2
2ef36d98569c6b4a,3
a40eb14be5c35bbd,7
8f73932dff600c79,5
51fc85a1058a634b,3
8c533906639ae4b3,4
d89d5aa9db39c170,2
6e34bd6fa9545b8d,0
7e42f73ef404c591,0
65ad8081a671e50e,0
fc2586c8c79aa0a3,0
54f86544eb8febb5,7
bf4ea1ea272bcb2f,0
f9742aa3dfd16908,7
461f5aebe6865418,5
6dd0d6676c2196be,5
86ea27bae3a5ca1d,4
e5f745d5141d0598,2
2e7d1affc31f7dc9,10
3b16140d77dd296f,6
5b271b00652cc6f6,3
03c3f94910f68a45,0
4bcb8569c4e9c867,7
2a45bb2ee5b5cfd2,0
2cf8d4f38bfeb919,4
bb162071a51ce959,0
3bbaf117e476818b,5
144832dbda74f43f,5
c05bf315ba9ee893,5
e66aeb2dd1d72ec1,2
e462a4abf448b437,2
1576ece8c4b9f869,11
97c5aa83e9a6c06c,7
ea6c07341248e443,9
f9f530144bd0edee,0
7e8e8d4856e8de87,0
5af696505fb14f1c,11
5c5c6036efa3bbcf,0
ba3609ba9a327a80,0
c11065d53240de44,4
5205ca4189191da1,9
c83bfe4141d7d2dd,3
dfcc58d2ad3034ed,6
fe441264f730b726,0
ddd9af24ddeff7ac,0
746ebdfdc17e3ec0,0
97f618c640524b4f,5
e5c368a3fcf3d080,3
761a029a4ef7070e,0
c661510731b557fa,2
e98b9b2babf74790,0
4fcf7d29d1620512,6
c4d5d3d6ae5f5fdd,0
dce925655d3f3bae,0
fd8b62fdcfe3f5bb,0
514f50af2d51d38f,3
285b887d0fb24c05,2
115eca1cb67c9c7c,0
bbd7db2645ab541b,9
da11845ca646cea0,4
2dc894232589f786,4
b3420646ad381646,9
ac6010d367f1539b,9
dc5cda2667f8fbb3,0
430f45c0557f1299,11
6d370e95aaa103cf,0
e2cd1056bd8b81a9,0
a9f5124ac7ba97e1,11
d42509ede59754bd,0
2eb5cba2cffae4e2,0
70108903c2d84f5d,0
a84040475429cf1d,2
d66efbfa4423f5ee,10
7277dfbd852502a7,5
43195a4f5c10136e,0
ccf5e9fe6d4147b6,1
7bd5345d17452b9c,7
19437568411f4209,6
f90b8134ec43775e,0
f54d34c961e38eb9,10
ec41be6233d53ad2,5
8da52d7290e7c40a,6
dfddacc257acfaf0,4
d72cf9a568d2e36f,0
91e4a410a2c81a51,2
69993e08dd0994c8,9
b7e0421d1924b8f8,6
081f466a66e5b85a,0
bec765f7ee92139f,2
72f19a3a32eecfb5,0
26ef288d4a28d07d,6
d39599a9275cd1cf,0
3167e7720d2fb72f,9
e2bcac13b7921662,0
9d5c120afb13250d,2
4c5c2cd75cb3dcb5,1
7f8d48cae9e97b52,8
5f830ee49e10d152,5
fac88a8ea4202366,2
63a45b47510332c9,0
2a89b23819cac709,5
1282246e4db471b9,3
f62e6350e182c37f,7
7ba66b93a4a91633,3
b58661688797f586,5
340929704645e7d7,4
407ed29f6fd391a4,7
32ab7f3f29fde942,11
c08295c3830183a4,7
579e9ed6c5c7f955,0
2e5380bf529d2c40,4
9995269da01ccfd2,0
a2476bcc2930d60a,11
1d516f0dc16957d6,3
246d7a1e414a4002,11
188bb679542bbda3,0
f4dde55cc7abafce,7
cf9666629227303e,0
e3b96b71b6c46af3,1
89e09b0fe950d417,0
0e9fb14eda102e68,3
0d8c172ffe1d3f22,0
01835434e0b5865d,7
e5306acd48d343a2,7
49357b13cf285cbe,7
bd671d52e1ed0d27,4
6db1650cac60217b,9
f00cbf7325ba648c,0
ad554d859d1189d3,0
d58f10abaf3d1f60,8
f59160b47f07846f,8
f0fcd1e8d9d6bb8a,10
a21991760aa81b5d,0
efd1cd654cb9f6b9,3
68779c84352f04c9,0
202cdf5611ef19bb,4
87e3cbd305fedba7,3
2c9459830e6a6a1e,10
85717bb54e538efa,11
9e0d8360a245e990,5
297b2ed1b97a81de,5
ff44e0b98d28b56d,10
45d7843ffdc47feb,10
f22cfb67fe421b53,10
00da3bcc0568c75f,3
4ae99685df7ef2f5,0
a3d490ef5dfc6afb,0
9c265e0fe8722956,6
1837798d67864d9d,0
04e12354bb81a942,6
cee010c0b57d832b,8
b23db55354ad41d9,3
76baa869d56562e7,11
78fb70213bc38f20,6
14fabbd94a454bda,5
271b5792daf25bd4,5
20c693ff3b0a9bc9,0
957757e374e7ee2f,0
90c75ea7bdc314d1,0
5e22d480169ee8b7,6
0296ff2b3e18e5fc,0
53dbd7bec387eb48,6
a261011f522af4fc,3
cbac6371e52a13d2,2
477929a2216ea753,2
b7de89436a67a448,0
95abd2c8a970e19f,0
1320b58fe8026b8c,7
989f7be5bb68ab27,10
beb6924f26bfba66,4
33d5bb1ca4ad43c6,7
480273b2a82d2f69,3
345ac625cbe81333,8
2006a2e24c8cbaf5,0
36e7941bf414acc5,3
7fa2c9f2f7b781a2,2
34bf8017a07deca1,0
47540ccb8aa54153,9
74228d629328f3b5,11
32367b20f1c456ee,0
5536159b5f19dc77,8
f3cf609e5b7cc169,0
df45178bb9e41186,11
4059e943a3a9e9c6,4
ac3bc5470b15433d,5
73f6622847cce985,3
9ca4470181caf816,8
a3b3ea96c3d55c8f,8
131f97a159900e5e,4
d1a8575d61a42029,6
eba290fac957cd1c,6
2eb817f95680b1f5,4
a1b8e767eb70f509,5
a7a60fa239271155,0
d116082c11c378a1,1
ae2a8a65d3584901,0
2564b35598e08013,0
27b222e7b01426c3,0
d269d59150d45073,0
4044f4b63595c518,3
31138cf5d0eb8aac,2
c64bf2c028733103,0
7fd978dc455dc1d0,10
69a5f2854efc6592,11
76c0269581f0a1c2,0
d28a2930ef8c962b,7
c0d09b394bd06394,11
87744672171c2933,8
9ade7a0cf3e8c254,6
630c90e7d318ac4a,0
399d66c5bc066668,2
e460410e404d97ab,5
cce155a29cf1e710,11
48f47b9c027fc193,5
947f9947a9c09721,1
9b471d0a64d58f1b,5
b8e2a23f7d5acaa1,0
c3e13cd7a33c945d,1
f64c83472332bb59,2
a254887a45404dfc,0
4debe19ea4598f3b,5
4fc470f9fa8f261a,0
aec1d706a1219c53,0
9f590dc965cf7122,5
5636150dc4918f9c,7
14eb5ca810d25a4b,4
e92cdb5be2e9e75a,0
a81d39a8b577096a,11
7f4ea308776a0598,10
4d0588643e6755a2,0
91dc7d5486335d88,2
79226d9ce8557801,5
59da4ee15ca298d2,5
48afc45834e7f7bd,6
8553a6c48e192b75,5
41d5288f9cb980b3,0
74f8556877acc7a8,7
0625715da1a08c6e,9
44c127d138e30cac,7
cdc3ab6b62cba5e5,2
40493af46ac842ba,3
f2e13f2bbf333aed,7
1f1088e263a3f61d,0
65c4597be4d04855,10
af2aade925159175,5
273ececc43f079e3,0
8dc5fa26be145153,0
a9b61e6aec3941f1,11
569baa8497ed5f02,6
953398eb358c8597,0
1a8ba8f22724c6f5,10
897010525c7d579a,11
46beb70d6f8cf112,8
71e88464cd950104,7
57b5c14b51f82e94,5
8ea344b01123cbd7,8
f66011d6d14d05a1,6
feb0161216a5ff41,3
2e1c58f0e1eea101,11
35954efe1a2a59fd,5
2a401bdde4d5c71a,5
db807c682fb6512d,4
70ee4341c6c856d7,0
b6de3018e83bbd78,4
bfbcdabaa5877d85,0
c39602b12b57b345,10
a416069600122d96,3
86afcb732b1ba901,1
20899a33a82dd199,0
54d143a5cd3ea2a8,4
7d714df40c9ab531,10
0194ec074a114b32,0
13311679b469d55c,0
ef837503a5ce4f5c,10
aa330e801f5540d2,10
a4313e7f7112f434,10
0fd1450ea0620cee,2
4a925b0471f22e5b,3
5f048a33211d6499,3
01e4213db4195dbb,11
2849fdcc3090d95c,5
0308fff4259c9a2d,6
b3eb84a3d3d6a022,2
e09e18d7b0d65554,4
f6612221eec504a9,0
e688bbca4d4d6612,6
decac59293c3e0e9,10
60feb5e688381236,0
046a329430c0be94,0
2a553a95601c77f7,7
8588ff4f5a63aff5,0
870e43999b3b3316,10
5ebe0110ab5506af,5
eefa75c073c7ef76,0
8afb2b56188590b5,11
1c3e53884e8f4dda,10
